run_id,model,strategy,module,source_file,test_output_file,fn_id,function,ccm,range,mutants_total,mutants_killed,mutants_killed_by_own_tests,mutants_killed_by_other_function_tests,mutants_survived,mutants_no_coverage,mutants_timeout,mutants_compile_error,mutants_unmapped_in_module
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,42,42,0,34,13,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,28,28,0,16,40,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,23,23,0,8,7,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,13,13,0,5,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,7,7,0,4,58,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,22,22,0,5,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,14,14,0,3,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,0,0,0,0,43,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,4,4,0,2,71,0,0,0
run-20260901T031236.570959Z,qwen_coder_7b,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,63,63,0,42,13,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,11,11,0,2,4,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,37,24,13,2,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,0,0,0,0,89,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,28,28,0,20,36,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,0,0,0,0,38,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,3,0,3,1,2,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,14,14,0,2,2,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,26,26,0,17,26,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,0,0,0,0,27,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,14,14,0,3,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,0,0,0,0,43,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,0,0,0,0,6,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,0,0,0,0,1,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,31,31,0,29,17,0,0,0
run-20260901T031236.570959Z,gemma_4,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,0,0,0,0,118,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,10,10,0,5,2,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,13,0,13,16,10,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,63,63,0,20,6,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,41,41,0,27,16,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,26,26,0,12,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,14,14,0,4,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,39,39,0,19,11,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,23,23,0,4,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,8,8,0,5,4,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,34,34,0,8,1,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,0,0,0,0,77,0,0,0
run-20260901T031236.570959Z,gemma_4,few_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,67,67,0,49,2,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,17,17,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,13,0,13,14,12,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,76,76,0,9,4,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,58,58,0,10,16,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,32,32,0,6,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,18,18,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,51,51,0,11,7,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,17,17,0,10,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,15,15,0,2,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,23,23,0,17,3,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,50,50,0,19,8,0,0,0
run-20260901T031236.570959Z,gemma_4,structured,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,91,91,0,25,2,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,6,6,0,7,4,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,13,0,13,16,10,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,0,0,0,0,89,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,47,47,0,21,16,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,23,23,0,13,2,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,12,12,0,6,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,42,42,0,26,1,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,10,10,0,11,6,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,0,0,0,0,17,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,4,4,0,23,16,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_createResult_END,createResult,5,medium,6,6,6,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_searchResults_END,searchResults,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_getResultById_END,getResultById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_buildResultReport_END,buildResultReport,17,high,77,60,60,0,17,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,zero_shot,result,src/result/result.service.ts,src/result/result.service.spec.ts,FN_updateResult_END,updateResult,26,high,118,0,0,0,0,118,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_createEncounter_END,createEncounter,5,medium,17,10,10,0,5,2,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_validateEncounterFields_END,validateEncounterFields,11,high,39,30,17,13,7,2,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_listEncountersByPatient_END,listEncountersByPatient,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_getEncounterById_END,getEncounterById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_transitionEncounterStatus_END,transitionEncounterStatus,18,high,89,44,44,0,33,12,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_processAdtMessage_END,processAdtMessage,21,high,84,41,41,0,22,21,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_updateEncounter_END,updateEncounter,9,medium,38,0,0,0,0,38,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,encounter,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,FN_buildEncounterSummary_END,buildEncounterSummary,20,high,86,0,0,0,0,86,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_getOrderById_END,getOrderById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_createOrder_END,createOrder,5,medium,18,12,12,0,6,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrders_END,searchOrders,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_searchOrdersAdvanced_END,searchOrdersAdvanced,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_validateOrderResult_END,validateOrderResult,15,high,69,48,48,0,20,1,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_cancelOrder_END,cancelOrder,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,order,src/order/order.service.ts,src/order/order.service.spec.ts,FN_updateOrder_END,updateOrder,7,medium,27,23,23,0,4,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_getPatientById_END,getPatientById,2,low,6,5,5,0,1,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_listPatients_END,listPatients,1,low,1,1,1,0,0,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_createPatient_END,createPatient,4,low,17,13,13,0,4,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_updatePatient_END,updatePatient,10,medium,43,37,37,0,6,0,0,0,0
run-20260901T031236.570959Z,qwen_4b,few_shot,patient,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,FN_findByCpfOrFail_END,findByCpfOrFail,2,low,6,5,5,0,1,0,0,0,0
