run_id,model,strategy,module,function,fn_id,source_file,test_output_file,ccm,range,line_start,line_end,source_hash,duration_ns,tokens,generation_success,jest_success,runtime_repairs,repair_tokens,repair_success_count,repair_fail_count,requires_typescript_repair,analysis_eligible,execution_status,artifact_disposition,total_tests,passed_tests,failed_tests,pending_tests,fn_statements_total,fn_statements_covered,fn_statements_pct,fn_branches_total,fn_branches_covered,fn_branches_pct,fn_functions_total,fn_functions_covered,fn_functions_pct,error
run-20260901T031236.570959Z,qwen_coder_3b,structured,result,searchResults,FN_searchResults_END,src/result/result.service.ts,src/result/result.service.spec.ts,1,low,41,43,357b6b51,6245577100,1856,True,True,2.0,2318.0,3.0,0.0,False,True,jest_success,accepted,3.0,1.0,0.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_3b,structured,result,getResultById,FN_getResultById_END,src/result/result.service.ts,src/result/result.service.spec.ts,2,low,45,51,357b6b51,2851814700,1672,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,4.0,3.0,75.0,2.0,1.0,50.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_3b,structured,result,buildResultReport,FN_buildResultReport_END,src/result/result.service.ts,src/result/result.service.spec.ts,17,high,53,124,357b6b51,28181009100,3594,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,7.0,7.0,0.0,0.0,27.0,26.0,96.3,32.0,27.0,84.38,2.0,2.0,100.0,
run-20260901T031236.570959Z,qwen_coder_3b,structured,result,updateResult,FN_updateResult_END,src/result/result.service.ts,src/result/result.service.spec.ts,26,high,126,206,357b6b51,30989912300,3588,True,True,1.0,1416.0,1.0,0.0,False,True,jest_success,accepted,9.0,8.0,0.0,1.0,22.0,21.0,95.45,49.0,46.0,93.88,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,createEncounter,FN_createEncounter_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,5,medium,30,63,04a941d1,68118243700,2000,True,True,3.0,7944.0,7.0,0.0,False,True,jest_success,accepted,5.0,3.0,0.0,2.0,11.0,9.0,81.82,8.0,5.0,62.5,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,validateEncounterFields,FN_validateEncounterFields_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,11,high,65,91,04a941d1,49586406100,1799,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,5.0,5.0,0.0,0.0,10.0,9.0,90.0,20.0,19.0,95.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,listEncountersByPatient,FN_listEncountersByPatient_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,1,low,93,99,04a941d1,8351128300,1246,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,getEncounterById,FN_getEncounterById_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,2,low,101,107,04a941d1,20279009600,1344,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,18,high,109,197,04a941d1,178755227300,3445,True,True,1.0,1471.0,1.0,0.0,False,True,jest_success,accepted,11.0,10.0,0.0,1.0,37.0,32.0,86.49,34.0,25.0,73.53,2.0,2.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,21,high,199,317,04a941d1,183533394300,3700,True,True,1.0,6896.0,3.0,0.0,False,True,jest_success,accepted,5.0,2.0,0.0,3.0,37.0,10.0,27.03,33.0,9.0,27.27,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,9,medium,319,363,04a941d1,53870824700,1967,True,True,1.0,2117.0,2.0,0.0,False,True,jest_success,accepted,5.0,3.0,0.0,2.0,18.0,12.0,66.67,16.0,8.0,50.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,encounter,buildEncounterSummary,FN_buildEncounterSummary_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,20,high,365,439,04a941d1,156930535600,3072,True,True,3.0,11751.0,7.0,1.0,False,True,jest_success,accepted,6.0,3.0,0.0,3.0,34.0,28.0,82.35,32.0,21.0,65.62,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,order,getOrderById,FN_getOrderById_END,src/order/order.service.ts,src/order/order.service.spec.ts,2,low,26,32,556cd6ea,19891595300,1323,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,order,createOrder,FN_createOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,5,medium,34,70,556cd6ea,101155533100,2452,True,True,1.0,2318.0,1.0,0.0,False,True,jest_success,accepted,4.0,4.0,0.0,0.0,10.0,10.0,100.0,8.0,8.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,order,searchOrders,FN_searchOrders_END,src/order/order.service.ts,src/order/order.service.spec.ts,1,low,72,74,556cd6ea,49288461000,1615,True,False,4.0,0.0,0.0,0.0,False,False,jest_failed,restored,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,order,searchOrdersAdvanced,FN_searchOrdersAdvanced_END,src/order/order.service.ts,src/order/order.service.spec.ts,1,low,76,78,556cd6ea,19503727100,1392,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,order,validateOrderResult,FN_validateOrderResult_END,src/order/order.service.ts,src/order/order.service.spec.ts,15,high,80,158,556cd6ea,112827635600,2800,True,True,1.0,11272.0,8.0,0.0,False,True,jest_success,accepted,10.0,2.0,0.0,8.0,29.0,6.0,20.69,28.0,3.0,10.71,3.0,1.0,33.33,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,order,cancelOrder,FN_cancelOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,2,low,160,168,556cd6ea,29559753600,1449,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,5.0,5.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,order,updateOrder,FN_updateOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,7,medium,170,203,556cd6ea,51556995000,1845,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,5.0,5.0,0.0,0.0,12.0,12.0,100.0,12.0,11.0,91.67,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,patient,getPatientById,FN_getPatientById_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,2,low,15,21,0ddb42a2,11658083500,883,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,patient,listPatients,FN_listPatients_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,1,low,23,25,0ddb42a2,27129965900,1037,True,True,1.0,472.0,1.0,0.0,False,True,jest_success,accepted,2.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,patient,createPatient,FN_createPatient_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,4,low,27,51,0ddb42a2,72354208400,1795,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,3.0,3.0,0.0,0.0,11.0,11.0,100.0,6.0,5.0,83.33,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,patient,updatePatient,FN_updatePatient_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,10,medium,53,75,0ddb42a2,165653383100,2667,True,True,1.0,7555.0,7.0,0.0,False,True,jest_success,accepted,7.0,0.0,0.0,7.0,7.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,patient,findByCpfOrFail,FN_findByCpfOrFail_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,2,low,77,83,0ddb42a2,19691645500,986,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,result,createResult,FN_createResult_END,src/result/result.service.ts,src/result/result.service.spec.ts,5,medium,26,39,357b6b51,38290899300,1506,True,True,1.0,1263.0,1.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,3.0,3.0,100.0,8.0,6.0,75.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,result,searchResults,FN_searchResults_END,src/result/result.service.ts,src/result/result.service.spec.ts,1,low,41,43,357b6b51,21332489900,1238,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,result,getResultById,FN_getResultById_END,src/result/result.service.ts,src/result/result.service.spec.ts,2,low,45,51,357b6b51,20756068800,1184,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,result,buildResultReport,FN_buildResultReport_END,src/result/result.service.ts,src/result/result.service.spec.ts,17,high,53,124,357b6b51,43205929200,1964,True,True,1.0,2067.0,1.0,0.0,False,True,jest_success,accepted,2.0,1.0,0.0,1.0,27.0,4.0,14.81,32.0,1.0,3.12,2.0,1.0,50.0,
run-20260901T031236.570959Z,qwen_coder_7b,zero_shot,result,updateResult,FN_updateResult_END,src/result/result.service.ts,src/result/result.service.spec.ts,26,high,126,206,357b6b51,137731732900,2942,True,True,2.0,2698.0,2.0,0.0,False,True,jest_success,accepted,8.0,7.0,0.0,1.0,22.0,19.0,86.36,49.0,41.0,83.67,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,createEncounter,FN_createEncounter_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,5,medium,30,63,04a941d1,57923031400,2673,True,True,1.0,3059.0,2.0,0.0,False,True,jest_success,accepted,4.0,3.0,0.0,1.0,11.0,9.0,81.82,8.0,5.0,62.5,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,validateEncounterFields,FN_validateEncounterFields_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,11,high,65,91,04a941d1,53914151900,2541,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,9.0,9.0,0.0,0.0,10.0,10.0,100.0,20.0,20.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,listEncountersByPatient,FN_listEncountersByPatient_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,1,low,93,99,04a941d1,18392774800,2100,True,True,1.0,856.0,1.0,0.0,False,True,jest_success,accepted,2.0,1.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,getEncounterById,FN_getEncounterById_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,2,low,101,107,04a941d1,19093214100,2067,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,18,high,109,197,04a941d1,184055606200,4203,True,True,1.0,1766.0,1.0,0.0,False,True,jest_success,accepted,9.0,9.0,0.0,0.0,37.0,25.0,67.57,34.0,19.0,55.88,2.0,1.0,50.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,21,high,199,317,04a941d1,202175381300,4491,True,True,1.0,7155.0,3.0,0.0,False,True,jest_success,accepted,6.0,3.0,0.0,3.0,37.0,11.0,29.73,33.0,10.0,30.3,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,9,medium,319,363,04a941d1,64802474000,2781,True,True,2.0,3467.0,3.0,0.0,False,True,jest_success,accepted,6.0,4.0,0.0,2.0,18.0,15.0,83.33,16.0,12.0,75.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,encounter,buildEncounterSummary,FN_buildEncounterSummary_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,20,high,365,439,04a941d1,46365239600,2772,True,True,2.0,5012.0,3.0,0.0,False,True,jest_success,accepted,3.0,2.0,0.0,1.0,34.0,25.0,73.53,32.0,16.0,50.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,order,getOrderById,FN_getOrderById_END,src/order/order.service.ts,src/order/order.service.spec.ts,2,low,26,32,556cd6ea,15014805600,2005,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,order,createOrder,FN_createOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,5,medium,34,70,556cd6ea,90828748900,3006,True,True,1.0,1750.0,1.0,0.0,False,True,jest_success,accepted,4.0,3.0,0.0,1.0,10.0,8.0,80.0,8.0,5.0,62.5,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,order,searchOrders,FN_searchOrders_END,src/order/order.service.ts,src/order/order.service.spec.ts,1,low,72,74,556cd6ea,25814104900,2131,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,order,searchOrdersAdvanced,FN_searchOrdersAdvanced_END,src/order/order.service.ts,src/order/order.service.spec.ts,1,low,76,78,556cd6ea,40346191700,2353,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,order,validateOrderResult,FN_validateOrderResult_END,src/order/order.service.ts,src/order/order.service.spec.ts,15,high,80,158,556cd6ea,111843193900,3447,True,True,3.0,17280.0,11.0,2.0,False,True,jest_success,accepted,10.0,4.0,0.0,6.0,29.0,15.0,51.72,28.0,14.0,50.0,3.0,1.0,33.33,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,order,cancelOrder,FN_cancelOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,2,low,160,168,556cd6ea,16474549100,2037,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,5.0,5.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,order,updateOrder,FN_updateOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,7,medium,170,203,556cd6ea,61127525800,2647,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,6.0,6.0,0.0,0.0,12.0,12.0,100.0,12.0,12.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,patient,getPatientById,FN_getPatientById_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,2,low,15,21,0ddb42a2,16790232500,1670,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,patient,listPatients,FN_listPatients_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,1,low,23,25,0ddb42a2,19246120800,1680,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,patient,createPatient,FN_createPatient_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,4,low,27,51,0ddb42a2,55239368600,2310,True,True,1.0,1426.0,1.0,0.0,False,True,jest_success,accepted,3.0,3.0,0.0,0.0,11.0,11.0,100.0,6.0,5.0,83.33,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,patient,updatePatient,FN_updatePatient_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,10,medium,53,75,0ddb42a2,41770569600,2159,True,True,1.0,1018.0,1.0,0.0,False,True,jest_success,accepted,4.0,3.0,0.0,1.0,7.0,6.0,85.71,18.0,13.0,72.22,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,patient,findByCpfOrFail,FN_findByCpfOrFail_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,2,low,77,83,0ddb42a2,17376402100,1696,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,result,createResult,FN_createResult_END,src/result/result.service.ts,src/result/result.service.spec.ts,5,medium,26,39,357b6b51,38119008600,2215,True,True,1.0,1312.0,1.0,0.0,False,True,jest_success,accepted,2.0,1.0,0.0,1.0,3.0,1.0,33.33,8.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,result,searchResults,FN_searchResults_END,src/result/result.service.ts,src/result/result.service.spec.ts,1,low,41,43,357b6b51,28569049400,2043,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,result,getResultById,FN_getResultById_END,src/result/result.service.ts,src/result/result.service.spec.ts,2,low,45,51,357b6b51,15572136000,1855,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,result,buildResultReport,FN_buildResultReport_END,src/result/result.service.ts,src/result/result.service.spec.ts,17,high,53,124,357b6b51,47367768100,2733,True,True,2.0,4576.0,2.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,27.0,23.0,85.19,32.0,20.0,62.5,2.0,2.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,few_shot,result,updateResult,FN_updateResult_END,src/result/result.service.ts,src/result/result.service.spec.ts,26,high,126,206,357b6b51,74879531400,2980,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,7.0,7.0,0.0,0.0,22.0,21.0,95.45,49.0,43.0,87.76,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,createEncounter,FN_createEncounter_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,5,medium,30,63,04a941d1,66943508300,2851,True,True,1.0,3019.0,2.0,0.0,False,True,jest_success,accepted,4.0,3.0,0.0,1.0,11.0,9.0,81.82,8.0,5.0,62.5,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,validateEncounterFields,FN_validateEncounterFields_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,11,high,65,91,04a941d1,66718606100,2707,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,5.0,5.0,0.0,0.0,10.0,10.0,100.0,20.0,19.0,95.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,listEncountersByPatient,FN_listEncountersByPatient_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,1,low,93,99,04a941d1,28247729300,2163,True,True,1.0,970.0,1.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,getEncounterById,FN_getEncounterById_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,2,low,101,107,04a941d1,26077268500,2077,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,18,high,109,197,04a941d1,273699859200,5176,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,12.0,12.0,0.0,0.0,37.0,34.0,91.89,34.0,28.0,82.35,2.0,2.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,21,high,199,317,04a941d1,98356093900,4218,True,True,1.0,2309.0,1.0,0.0,False,True,jest_success,accepted,5.0,4.0,0.0,1.0,37.0,12.0,32.43,33.0,15.0,45.45,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,9,medium,319,363,04a941d1,116669161800,3353,True,True,2.0,5193.0,4.0,0.0,False,True,jest_success,accepted,6.0,4.0,0.0,2.0,18.0,16.0,88.89,16.0,12.0,75.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,encounter,buildEncounterSummary,FN_buildEncounterSummary_END,src/encounter/encounter.service.ts,src/encounter/encounter.service.spec.ts,20,high,365,439,04a941d1,184227431000,4295,True,False,4.0,6992.0,4.0,4.0,False,False,jest_failed,restored,5.0,0.0,1.0,4.0,34.0,25.0,73.53,32.0,15.0,46.88,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,getOrderById,FN_getOrderById_END,src/order/order.service.ts,src/order/order.service.spec.ts,2,low,26,32,556cd6ea,26065370300,2036,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,createOrder,FN_createOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,5,medium,34,70,556cd6ea,78891012500,2935,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,4.0,4.0,0.0,0.0,10.0,10.0,100.0,8.0,8.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,searchOrders,FN_searchOrders_END,src/order/order.service.ts,src/order/order.service.spec.ts,1,low,72,74,556cd6ea,24626517700,2024,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,searchOrdersAdvanced,FN_searchOrdersAdvanced_END,src/order/order.service.ts,src/order/order.service.spec.ts,1,low,76,78,556cd6ea,20141021100,2036,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,validateOrderResult,FN_validateOrderResult_END,src/order/order.service.ts,src/order/order.service.spec.ts,15,high,80,158,556cd6ea,158885289700,4037,True,True,3.0,18360.0,12.0,1.0,False,True,jest_success,accepted,12.0,5.0,0.0,7.0,29.0,6.0,20.69,28.0,3.0,10.71,3.0,1.0,33.33,
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,cancelOrder,FN_cancelOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,2,low,160,168,556cd6ea,24327235200,2060,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,5.0,5.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,order,updateOrder,FN_updateOrder_END,src/order/order.service.ts,src/order/order.service.spec.ts,7,medium,170,203,556cd6ea,88262763900,2949,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,5.0,5.0,0.0,0.0,12.0,12.0,100.0,12.0,12.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,getPatientById,FN_getPatientById_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,2,low,15,21,0ddb42a2,26737681000,1708,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,2.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,listPatients,FN_listPatients_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,1,low,23,25,0ddb42a2,28563571200,1674,True,True,1.0,669.0,1.0,0.0,False,True,jest_success,accepted,2.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,createPatient,FN_createPatient_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,4,low,27,51,0ddb42a2,53213698800,2301,True,True,0.0,0.0,0.0,0.0,False,True,jest_success,accepted,3.0,3.0,0.0,0.0,11.0,11.0,100.0,6.0,5.0,83.33,1.0,1.0,100.0,
run-20260901T031236.570959Z,qwen_coder_7b,structured,patient,updatePatient,FN_updatePatient_END,src/patient/patient.service.ts,src/patient/patient.service.spec.ts,10,medium,53,75,0ddb42a2,45463873700,2181,True,True,1.0,2432.0,2.0,0.0,False,True,jest_success,accepted,2.0,0.0,0.0,2.0,7.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,
